Rank,State,County-equivalent,Per capita,Median,Median,Population,Number of
,,,income,household,family,,households
,,,,income,income,,
299,New Hampshire,Belknap,"$30,518 ","$58,654 ","$67,570 ","60,216","25,049"
300,Wyoming,Sweetwater,"$30,517 ","$71,525 ","$81,595 ","44,437","16,682"
301,New Jersey,Ocean,"$30,477 ","$61,136 ","$76,822 ","578,902","221,774"
302,Oregon,Multnomah,"$30,475 ","$52,511 ","$65,897 ","747,641","305,939"
,Rhode Island,,"$30,469 ","$56,361 ","$72,717 ","1,051,695","410,058"
303,Illinois,McLean,"$30,460 ","$62,089 ","$83,812 ","171,240","64,016"
304,Iowa,Polk,"$30,442 ","$59,018 ","$73,043 ","438,307","173,164"
305,New York,Ulster,"$30,442 ","$58,590 ","$72,632 ","182,086","69,862"
306,Kansas,Hodgeman,"$30,440 ","$52,375 ","$67,000 ","1,946",821
307,North Dakota,Nelson,"$30,432 ","$49,839 ","$64,792 ","3,101","1,474"
308,Montana,Jefferson,"$30,397 ","$60,863 ","$76,469 ","11,434","4,527"
309,Illinois,Will,"$30,377 ","$76,147 ","$86,747 ","679,688","222,652"
310,Louisiana,St. Tammany,"$30,363 ","$60,799 ","$74,834 ","236,832","87,518"
311,Hawaii,Honolulu,"$30,361 ","$72,764 ","$85,440 ","964,678","309,803"
312,California,Santa Barbara,"$30,352 ","$62,779 ","$72,602 ","427,288","141,720"
313,New York,Warren,"$30,351 ","$55,904 ","$66,622 ","65,584","28,081"
314,South Dakota,Hughes,"$30,284 ","$59,338 ","$83,474 ","17,238","6,992"
315,Kansas,Ness,"$30,223 ","$48,800 ","$61,940 ","3,095","1,340"
90%,,,"$30,220 ",,,,
316,South Dakota,Sully,"$30,218 ","$54,524 ","$69,345 ","1,420",606
317,Nebraska,Sarpy,"$30,189 ","$69,965 ","$80,985 ","162,728","59,606"
318,Illinois,Cook,"$30,183 ","$54,548 ","$66,187 ","5,212,372","1,933,335"
319,South Carolina,Charleston,"$30,158 ","$50,792 ","$65,394 ","358,736","143,717"
320,Colorado,La Plata,"$30,151 ","$58,080 ","$67,732 ","52,039","20,947"
321,Texas,Chambers,"$30,140 ","$72,489 ","$82,601 ","35,570","12,147"
322,Texas,Gillespie,"$30,117 ","$53,668 ","$65,457 ","25,003","10,655"
323,Nebraska,Thomas,"$30,116 ","$55,089 ","$63,333 ",734,323
324,Virginia,Frederick,"$30,112 ","$68,424 ","$76,530 ","79,453","29,172"
325,Texas,Wheeler,"$30,097 ","$51,766 ","$63,000 ","5,526","2,319"
326,Illinois,Kane,"$30,082 ","$69,530 ","$80,085 ","518,380","170,358"
327,Texas,Hood,"$30,046 ","$55,754 ","$64,873 ","51,756","20,758"
328,Ohio,Greene,"$30,040 ","$58,080 ","$73,972 ","162,588","62,836"
329,Nebraska,Saunders,"$30,039 ","$59,870 ","$74,235 ","20,800","8,142"
330,Texas,Goliad,"$30,031 ","$50,923 ","$63,672 ","7,281","3,028"
331,New York,Rensselaer,"$29,987 ","$59,432 ","$74,519 ","159,565","64,242"
332,Illinois,Sangamon,"$29,974 ","$55,449 ","$71,338 ","198,269","82,807"
333,California,San Luis Obispo,"$29,954 ","$58,697 ","$74,885 ","272,094","102,154"
334,North Dakota,Sargent,"$29,950 ","$53,381 ","$67,132 ","3,859","1,741"
335,Iowa,Linn,"$29,943 ","$57,260 ","$75,761 ","213,425","86,052"
336,Minnesota,Goodhue,"$29,932 ","$56,836 ","$73,075 ","46,259","18,711"
337,Indiana,Warrick,"$29,927 ","$62,351 ","$72,764 ","60,163","22,454"
338,Virginia,Chesapeake City,"$29,905 ","$69,743 ","$80,767 ","225,597","79,421"
339,New York,Ontario,"$29,904 ","$56,479 ","$70,381 ","108,311","43,794"
340,Wyoming,Natrona,"$29,877 ","$57,791 ","$69,098 ","77,343","31,116"
341,Texas,King,"$29,836 ","$65,000 ","$76,250 ",321,126
342,Indiana,Hendricks,"$29,830 ","$68,297 ","$79,943 ","148,623","52,946"
,Delaware,,"$29,819 ","$59,878 ","$71,811 ","908,446","335,707"
343,California,Plumas,"$29,806 ","$45,794 ","$55,183 ","19,586","8,997"
344,Nevada,Lander,"$29,800 ","$72,742 ","$75,857 ","5,844","2,010"
345,Colorado,Archuleta,"$29,793 ","$48,933 ","$58,222 ","12,109","4,881"
346,Vermont,Washington County,"$29,761 ","$57,281 ","$70,640 ","59,427","24,661"
347,Washington,Thurston,"$29,744 ","$62,229 ","$74,207 ","256,080","100,801"
,North Dakota,,"$29,732 ","$53,741 ","$70,767 ","689,781","287,270"
348,Michigan,Emmet,"$29,718 ","$50,929 ","$61,644 ","32,858","13,545"
349,Ohio,Hamilton,"$29,681 ","$48,593 ","$65,392 ","802,481","327,914"
350,North Carolina,New Hanover,"$29,679 ","$49,835 ","$67,938 ","206,403","86,010"
351,Illinois,Jo Daviess,"$29,675 ","$50,817 ","$63,490 ","22,602","9,616"
,Illinois,,"$29,666 ","$56,797 ","$70,344 ","12,848,554","4,772,723"
352,Nebraska,Cass,"$29,638 ","$64,697 ","$75,769 ","25,222","9,701"
353,Minnesota,Wright,"$29,623 ","$71,598 ","$81,683 ","126,142","44,983"
354,Georgia,Cherokee,"$29,615 ","$67,261 ","$78,328 ","218,277","76,144"
355,West Virginia,Jefferson,"$29,605 ","$65,304 ","$77,447 ","54,131","19,889"
356,Pennsylvania,Montour,"$29,600 ","$51,482 ","$62,248 ","18,379","7,233"
357,Iowa,Johnson,"$29,592 ","$53,424 ","$79,964 ","134,034","54,005"
358,Louisiana,Cameron,"$29,559 ","$64,574 ","$71,310 ","6,789","2,529"
359,Texas,Hemphill,"$29,544 ","$56,379 ","$66,513 ","3,959","1,440"
360,Michigan,Midland,"$29,536 ","$53,076 ","$65,735 ","83,842","33,717"
361,Alaska,Matanuska-Susitna,"$29,534 ","$71,037 ","$81,821 ","91,519","31,123"
,California,,"$29,527 ","$61,094 ","$69,661 ","37,659,181","12,542,460"
362,Maryland,Cecil,"$29,518 ","$66,689 ","$79,128 ","101,435","36,394"
363,Hawaii,Maui,"$29,517 ","$63,512 ","$75,407 ","156,633","52,623"
364,Minnesota,Ramsey,"$29,484 ","$54,247 ","$71,206 ","515,732","205,395"
365,Massachusetts,Hampshire,"$29,460 ","$61,227 ","$81,385 ","159,267","58,828"
366,Alaska,Southeast Fairbanks Census Area,"$29,437 ","$56,801 ","$66,369 ","7,047","2,326"
367,Missouri,Clay,"$29,406 ","$60,936 ","$73,380 ","225,116","86,934"
368,North Dakota,Morton,"$29,389 ","$60,065 ","$69,894 ","27,874","11,416"
369,New Hampshire,Strafford,"$29,369 ","$58,825 ","$73,260 ","123,836","46,968"
370,North Carolina,Durham,"$29,347 ","$51,853 ","$66,448 ","276,494","111,276"
371,California,Calaveras,"$29,329 ","$55,295 ","$68,401 ","45,147","18,702"
372,Nebraska,Washington County,"$29,328 ","$65,409 ","$83,670 ","20,234","7,647"
,Hawaii,,"$29,305 ","$67,402 ","$79,963 ","1,376,298","449,771"
373,North Dakota,Wells,"$29,301 ","$44,132 ","$57,125 ","4,220","1,949"
374,Massachusetts,Berkshire,"$29,294 ","$48,450 ","$65,216 ","130,545","55,301"
375,Kentucky,Woodford,"$29,277 ","$57,580 ","$71,995 ","24,988","9,698"
376,Pennsylvania,Northampton,"$29,266 ","$60,097 ","$73,386 ","298,439","112,189"
377,Florida,Pinellas,"$29,262 ","$45,535 ","$59,491 ","920,015","401,708"
378,Massachusetts,Franklin,"$29,259 ","$53,663 ","$67,785 ","71,408","30,534"
379,Kentucky,Fayette,"$29,251 ","$48,398 ","$67,973 ","300,843","123,142"
380,Kentucky,Boone,"$29,235 ","$67,225 ","$78,101 ","121,214","43,255"
381,Pennsylvania,Dauphin,"$29,234 ","$54,066 ","$68,368 ","269,035","108,831"
382,North Dakota,Sheridan,"$29,219 ","$43,250 ","$48,403 ","1,313",614
383,Vermont,Bennington,"$29,196 ","$50,221 ","$61,270 ","36,871","15,442"
384,Indiana,Posey,"$29,187 ","$58,750 ","$73,319 ","25,713","10,050"
385,Nebraska,Douglas,"$29,180 ","$53,325 ","$69,754 ","524,697","204,226"
,Vermont,,"$29,167 ","$54,267 ","$68,111 ","625,904","257,004"
386,Virginia,Suffolk City,"$29,135 ","$66,085 ","$78,565 ","84,842","30,492"
387,Ohio,Lake,"$29,132 ","$56,018 ","$69,939 ","229,850","94,048"
388,Minnesota,Pope,"$29,128 ","$52,350 ","$64,740 ","10,957","4,758"
389,Iowa,Kossuth,"$29,127 ","$51,812 ","$64,283 ","15,437","6,728"
390,Maine,York,"$29,125 ","$57,348 ","$70,642 ","198,220","81,293"
391,Texas,Randall,"$29,124 ","$58,529 ","$73,144 ","123,062","48,080"
392,Minnesota,Dodge,"$29,107 ","$69,301 ","$81,702 ","20,159","7,326"
393,Iowa,Warren,"$29,088 ","$62,535 ","$74,558 ","46,631","17,378"
394,Texas,Brazoria,"$29,081 ","$67,603 ","$79,880 ","319,493","107,717"
395,North Dakota,Walsh,"$29,072 ","$48,592 ","$61,156 ","11,102","4,948"
396,Iowa,Clay,"$29,060 ","$49,035 ","$64,651 ","16,604","7,148"
397,Texas,Lipscomb,"$29,017 ","$57,978 ","$64,934 ","3,379","1,115"
398,Iowa,Scott,"$28,948 ","$52,735 ","$70,480 ","167,080","67,049"
399,Montana,Gallatin,"$28,939 ","$52,833 ","$69,556 ","91,499","36,973"
400,California,Solano,"$28,929 ","$67,177 ","$76,932 ","417,258","141,464"
401,Florida,Nassau,"$28,926 ","$55,315 ","$63,888 ","74,163","28,044"
402,North Carolina,Moore,"$28,913 ","$49,544 ","$62,099 ","89,425","36,997"
403,Wisconsin,Calumet,"$28,907 ","$65,130 ","$75,563 ","49,288","18,381"
404,North Dakota,Kidder,"$28,904 ","$50,000 ","$57,675 ","2,429","1,146"
,Wyoming,,"$28,902 ","$57,406 ","$70,868 ","570,134","222,846"
405,Louisiana,Lafayette,"$28,901 ","$51,462 ","$67,061 ","224,719","86,504"
406,North Carolina,Union,"$28,894 ","$65,892 ","$74,132 ","205,426","68,211"
407,Virginia,Warren,"$28,889 ","$61,610 ","$72,597 ","37,836","14,387"
408,Montana,Stillwater,"$28,868 ","$57,906 ","$69,375 ","9,173","3,757"
409,Colorado,El Paso,"$28,867 ","$57,125 ","$70,728 ","634,423","237,039"
410,Vermont,Windham,"$28,867 ","$50,234 ","$63,509 ","44,216","19,417"
411,Ohio,Union,"$28,852 ","$65,086 ","$79,744 ","52,683","18,216"
412,Massachusetts,Bristol,"$28,837 ","$55,298 ","$72,018 ","549,870","210,037"
413,Maine,Sagadahoc,"$28,829 ","$56,733 ","$69,561 ","35,194","15,022"
414,Georgia,DeKalb,"$28,810 ","$50,856 ","$60,182 ","700,308","264,496"
415,Alaska,Hoonah-Angoon Census Area,"$28,806 ","$49,545 ","$60,000 ","2,141",930
416,New Jersey,Salem,"$28,772 ","$59,718 ","$74,469 ","65,825","25,003"
417,Wyoming,Weston,"$28,764 ","$55,461 ","$74,531 ","7,153","2,975"
418,Ohio,Clermont,"$28,761 ","$60,365 ","$71,914 ","198,417","73,728"
419,Virginia,Manassas City,"$28,752 ","$71,036 ","$75,810 ","39,317","12,072"
420,New York,Onondaga,"$28,746 ","$54,242 ","$70,143 ","467,202","184,855"
421,Minnesota,Stevens,"$28,746 ","$54,206 ","$71,563 ","9,723","3,700"
422,New York,Monroe,"$28,732 ","$52,394 ","$68,524 ","746,548","297,040"
423,Iowa,Bremer,"$28,727 ","$61,216 ","$75,486 ","24,387","9,258"
424,Illinois,Grundy,"$28,725 ","$64,541 ","$78,918 ","50,064","18,082"
425,Vermont,Addison,"$28,722 ","$57,565 ","$69,157 ","36,811","14,164"
426,Virginia,Bath,"$28,704 ","$51,365 ","$55,112 ","4,686","2,101"
427,Virginia,Bedford County,"$28,697 ","$57,596 ","$69,792 ","69,175","27,233"
428,Florida,Seminole,"$28,675 ","$58,175 ","$68,680 ","427,184","147,529"
429,Virginia,Gloucester,"$28,673 ","$60,519 ","$72,719 ","36,868","13,889"
430,Nevada,Washoe,"$28,670 ","$53,040 ","$64,556 ","425,495","163,198"
431,Indiana,Porter,"$28,669 ","$62,794 ","$76,004 ","165,168","61,502"
432,Florida,Okaloosa,"$28,600 ","$54,684 ","$64,668 ","185,852","73,253"
433,Washington,Benton,"$28,583 ","$60,485 ","$72,126 ","178,992","65,675"
434,New Hampshire,Sullivan,"$28,582 ","$54,463 ","$65,969 ","43,398","17,808"
435,Indiana,Johnson,"$28,575 ","$61,231 ","$73,059 ","141,796","52,239"
436,Virginia,Northumberland,"$28,568 ","$51,342 ","$60,747 ","12,334","5,691"
437,Montana,Fallon,"$28,563 ","$51,164 ","$66,544 ","3,085","1,199"
438,Alaska,Kodiak Island,"$28,562 ","$68,718 ","$73,887 ","13,850","4,501"
439,North Dakota,Ward,"$28,557 ","$56,580 ","$67,738 ","64,008","25,173"
440,Montana,Powder River,"$28,528 ","$46,250 ","$56,250 ","1,669",720
441,Wyoming,Laramie,"$28,505 ","$55,864 ","$71,483 ","93,073","36,859"
,Pennsylvania,,"$28,502 ","$52,548 ","$66,646 ","12,731,381","4,958,427"
442,Nebraska,Dundy,"$28,502 ","$47,431 ","$51,932 ","1,994",893
443,Alaska,Wrangell,"$28,474 ","$45,841 ","$55,286 ","2,371","1,149"
444,Tennessee,Davidson,"$28,467 ","$47,335 ","$58,535 ","638,395","256,745"
445,Michigan,Clinton,"$28,449 ","$60,466 ","$72,958 ","75,802","28,534"
446,Washington,Skamania,"$28,449 ","$53,712 ","$67,354 ","11,126","4,452"
447,Illinois,Peoria,"$28,438 ","$50,712 ","$65,884 ","187,117","75,892"
448,New Mexico,Eddy,"$28,438 ","$49,165 ","$60,891 ","54,284","19,866"
449,Pennsylvania,Washington County,"$28,433 ","$53,693 ","$68,300 ","208,047","84,098"
450,Kansas,Miami,"$28,412 ","$58,936 ","$73,528 ","32,682","12,334"
451,Montana,Lewis and Clark,"$28,400 ","$56,243 ","$70,259 ","64,143","26,555"
452,Nebraska,Seward,"$28,359 ","$59,435 ","$74,309 ","16,824","6,165"
453,Nevada,Elko,"$28,358 ","$70,238 ","$75,231 ","50,023","17,599"
454,South Dakota,Custer,"$28,356 ","$50,074 ","$61,917 ","8,306","3,731"
455,North Dakota,McHenry,"$28,331 ","$45,343 ","$61,367 ","5,593","2,573"
456,Illinois,Menard,"$28,330 ","$58,190 ","$73,969 ","12,687","5,071"
457,South Dakota,Douglas,"$28,323 ","$49,200 ","$58,529 ","3,000","1,258"
458,New York,Schenectady,"$28,319 ","$56,061 ","$73,910 ","154,821","58,059"
459,Wyoming,Washakie,"$28,308 ","$47,104 ","$64,608 ","8,468","3,468"
460,Nebraska,Cheyenne,"$28,296 ","$51,529 ","$64,504 ","10,022","4,405"
461,Ohio,Franklin,"$28,283 ","$50,877 ","$64,693 ","1,181,824","468,295"
462,Minnesota,Wabasha,"$28,282 ","$53,057 ","$66,629 ","21,549","8,890"
463,Wisconsin,Columbia,"$28,273 ","$57,922 ","$70,208 ","56,647","22,735"
464,Texas,Tarrant,"$28,266 ","$56,853 ","$67,436 ","1,848,423","659,736"
465,Washington,Jefferson,"$28,266 ","$46,320 ","$62,737 ","29,882","13,801"
466,New York,Hamilton,"$28,265 ","$51,522 ","$60,170 ","4,813","1,854"
467,Nebraska,Chase,"$28,241 ","$45,610 ","$51,810 ","3,984","1,697"
468,Washington,Pierce,"$28,223 ","$59,204 ","$70,077 ","805,434","300,623"
469,Wyoming,Crook,"$28,212 ","$53,237 ","$60,909 ","7,110","3,010"
470,Nebraska,York,"$28,207 ","$49,633 ","$63,940 ","13,762","5,501"
471,Florida,Broward,"$28,205 ","$51,251 ","$61,526 ","1,784,889","663,458"
472,Tennessee,Fayette,"$28,201 ","$56,618 ","$65,276 ","38,502","14,535"
473,Texas,Franklin,"$28,189 ","$45,523 ","$61,723 ","10,611","4,304"
474,Wisconsin,Outagamie,"$28,186 ","$58,318 ","$71,464 ","178,013","69,572"
475,Louisiana,Ascension,"$28,178 ","$69,070 ","$77,640 ","109,920","38,287"
476,West Virginia,Kanawha,"$28,174 ","$46,085 ","$58,481 ","192,311","82,756"
,United States,,"$28,155 ","$53,046 ","$64,719 ","311,536,594","115,610,216"
477,Kansas,Graham,"$28,146 ","$47,500 ","$59,000 ","2,604","1,192"
478,Tennessee,Knox,"$28,136 ","$47,694 ","$64,310 ","436,983","181,100"
479,Texas,Somervell,"$28,134 ","$55,269 ","$70,625 ","8,537","3,193"
480,Pennsylvania,York,"$28,132 ","$58,745 ","$70,001 ","436,339","167,592"
481,North Dakota,Grant,"$28,129 ","$41,694 ","$59,531 ","2,372","1,113"
482,Indiana,Hancock,"$28,111 ","$62,981 ","$72,559 ","70,466","26,071"
483,Iowa,O'Brien,"$28,086 ","$48,185 ","$63,912 ","14,249","6,098"
484,North Dakota,Ramsey,"$28,081 ","$48,604 ","$63,380 ","11,473","4,826"
485,Wyoming,Johnson,"$28,072 ","$57,004 ","$63,343 ","8,595","3,679"
486,Minnesota,Sherburne,"$28,071 ","$73,098 ","$80,939 ","89,120","29,948"
487,Maine,Lincoln,"$28,070 ","$50,181 ","$59,398 ","34,297","14,817"
488,Iowa,Iowa County,"$28,068 ","$58,008 ","$73,465 ","16,323","6,745"
489,Nevada,Eureka,"$28,056 ","$64,632 ","$94,648 ","1,804",733
490,Texas,Irion,"$28,055 ","$50,357 ","$58,875 ","1,603",654
491,Pennsylvania,Westmoreland,"$28,051 ","$50,736 ","$65,027 ","364,090","152,109"
492,California,Mono,"$28,046 ","$61,757 ","$72,237 ","14,217","5,268"
493,Illinois,Tazewell,"$28,037 ","$56,067 ","$68,994 ","135,747","54,428"
494,Iowa,Guthrie,"$28,030 ","$50,609 ","$62,036 ","10,843","4,641"
495,Minnesota,Traverse,"$28,030 ","$45,714 ","$62,258 ","3,507","1,510"
496,Texas,Baylor,"$28,021 ","$33,445 ","$56,656 ","3,678","1,798"
497,Minnesota,Lac qui Parle,"$28,014 ","$48,468 ","$60,873 ","7,184","3,074"
498,Ohio,Ottawa,"$27,979 ","$53,202 ","$65,311 ","41,372","17,614"
499,New York,Erie,"$27,978 ","$50,653 ","$65,897 ","919,230","380,152"
500,West Virginia,Putnam,"$27,957 ","$54,854 ","$65,900 ","56,033","21,391"
501,Wyoming,Sheridan,"$27,948 ","$52,008 ","$67,673 ","29,376","12,381"
502,Iowa,Plymouth,"$27,942 ","$58,888 ","$73,086 ","24,923","9,867"
503,Nebraska,Perkins,"$27,931 ","$58,625 ","$66,000 ","2,949","1,262"
504,Kentucky,Jefferson,"$27,925 ","$46,959 ","$61,622 ","746,580","305,832"
505,Pennsylvania,Lehigh,"$27,923 ","$54,923 ","$67,081 ","352,068","133,289"
506,Minnesota,Chisago,"$27,914 ","$67,157 ","$75,513 ","53,691","19,569"
507,North Dakota,Hettinger,"$27,910 ","$47,743 ","$65,577 ","2,539","1,097"
508,Iowa,Emmet,"$27,908 ","$48,601 ","$63,310 ","10,141","4,119"
509,Texas,Harris,"$27,899 ","$53,137 ","$60,594 ","4,182,285","1,434,694"
510,Connecticut,Windham,"$27,893 ","$59,333 ","$74,484 ","118,115","44,018"
511,North Dakota,Logan,"$27,887 ","$49,076 ","$60,903 ","1,966",827
512,Minnesota,Lake,"$27,883 ","$46,939 ","$61,548 ","10,825","4,982"
513,South Dakota,Clark,"$27,878 ","$49,055 ","$65,089 ","3,635","1,431"
514,New Hampshire,Cheshire,"$27,874 ","$55,155 ","$70,026 ","76,896","30,458"
515,Maine,Knox,"$27,865 ","$49,755 ","$60,581 ","39,694","16,941"
516,Tennessee,Wilson,"$27,864 ","$60,390 ","$70,024 ","116,948","42,800"
517,Georgia,Greene,"$27,828 ","$42,565 ","$51,000 ","16,091","6,353"
518,Wyoming,Park,"$27,824 ","$53,951 ","$64,802 ","28,557","11,801"
519,Ohio,Summit,"$27,818 ","$49,669 ","$64,157 ","541,592","220,375"
520,North Dakota,Pembina,"$27,817 ","$49,846 ","$62,147 ","7,327","3,328"
521,Kentucky,Scott,"$27,802 ","$61,893 ","$71,455 ","48,149","17,989"
522,Illinois,Clinton,"$27,802 ","$61,720 ","$76,109 ","37,891","14,051"
523,Texas,Archer,"$27,800 ","$56,452 ","$68,419 ","8,853","3,342"
524,Maine,Hancock,"$27,797 ","$47,460 ","$60,022 ","54,557","24,355"
525,Nebraska,Kearney,"$27,796 ","$56,466 ","$62,308 ","6,518","2,621"
526,Texas,Brewster,"$27,796 ","$40,477 ","$55,893 ","9,244","4,152"
527,Tennessee,Sumner,"$27,795 ","$55,509 ","$64,806 ","163,724","60,835"
528,Minnesota,Le Sueur,"$27,793 ","$58,922 ","$70,426 ","27,758","10,997"
529,Wisconsin,Brown,"$27,787 ","$53,119 ","$67,159 ","250,597","98,962"
530,Montana,Yellowstone,"$27,761 ","$51,342 ","$65,486 ","150,156","61,023"
531,South Dakota,Spink,"$27,757 ","$48,911 ","$61,063 ","6,522","2,624"
532,California,Los Angeles,"$27,749 ","$55,909 ","$62,237 ","9,893,481","3,230,383"
533,California,Yolo,"$27,730 ","$55,918 ","$74,687 ","202,288","70,347"
534,Texas,Sutton,"$27,721 ","$53,806 ","$60,395 ","4,058","1,445"
535,Minnesota,Douglas,"$27,716 ","$50,905 ","$65,133 ","36,264","15,757"
536,North Dakota,Richland,"$27,713 ","$53,759 ","$72,409 ","16,258","6,614"
537,Kentucky,Kenton,"$27,704 ","$54,270 ","$66,229 ","160,828","61,800"
538,Pennsylvania,Pike,"$27,691 ","$59,340 ","$68,671 ","57,179","21,581"
539,North Dakota,Emmons,"$27,690 ","$38,477 ","$48,816 ","3,521","1,634"
540,Iowa,Madison,"$27,685 ","$57,581 ","$68,812 ","15,606","6,092"
541,South Dakota,Moody,"$27,682 ","$51,791 ","$62,624 ","6,460","2,686"
542,Washington,Clark,"$27,681 ","$58,225 ","$68,276 ","432,549","158,855"
543,Oklahoma,Tulsa,"$27,676 ","$48,181 ","$60,745 ","609,610","241,915"
544,Nebraska,Butler,"$27,673 ","$50,247 ","$65,225 ","8,334","3,482"
545,Michigan,Grand Traverse,"$27,660 ","$51,766 ","$63,616 ","88,182","34,655"
546,Virginia,Orange,"$27,655 ","$60,287 ","$67,802 ","33,934","12,621"
547,Colorado,Gunnison,"$27,654 ","$52,332 ","$67,047 ","15,421","6,293"
548,Nebraska,Polk,"$27,639 ","$52,848 ","$63,664 ","5,342","2,232"
549,Kansas,Coffey,"$27,627 ","$51,793 ","$66,026 ","8,516","3,501"
550,Virginia,Colonial Heights City,"$27,610 ","$50,835 ","$66,704 ","17,481","7,017"
551,Wisconsin,Marathon,"$27,607 ","$53,363 ","$64,950 ","134,497","53,079"
552,Montana,Carbon,"$27,599 ","$47,831 ","$60,375 ","10,126","4,322"
553,Iowa,Jefferson,"$27,593 ","$48,814 ","$60,989 ","16,800","6,919"
554,Colorado,Rio Blanco,"$27,586 ","$60,128 ","$75,978 ","6,770","2,638"
555,Georgia,Bryan,"$27,556 ","$64,707 ","$74,513 ","31,410","11,230"
556,Oklahoma,Canadian,"$27,552 ","$63,629 ","$72,849 ","119,546","41,876"
557,South Dakota,Deuel,"$27,525 ","$51,632 ","$64,432 ","4,362","1,789"
558,Oregon,Deschutes,"$27,524 ","$50,209 ","$61,488 ","160,565","64,568"
,Wisconsin,,"$27,523 ","$52,413 ","$66,534 ","5,706,871","2,288,332"
559,Louisiana,East Baton Rouge,"$27,505 ","$48,506 ","$63,558 ","441,901","167,422"
560,Florida,Sumter,"$27,504 ","$48,493 ","$58,068 ","98,409","43,507"
561,Texas,Mason,"$27,504 ","$46,865 ","$59,531 ","4,034","1,699"
562,Texas,Kimble,"$27,502 ","$43,424 ","$53,145 ","4,566","1,895"
563,South Dakota,Lawrence,"$27,498 ","$43,273 ","$66,387 ","24,305","10,597"
564,North Carolina,Carteret,"$27,496 ","$46,534 ","$57,328 ","67,198","29,158"
565,Montana,Wibaux,"$27,492 ","$41,875 ","$67,361 ",928,409
566,South Dakota,Kingsbury,"$27,485 ","$51,373 ","$61,858 ","5,142","2,311"
567,Oklahoma,Grant,"$27,469 ","$46,625 ","$58,478 ","4,522","1,951"
568,Missouri,Cass,"$27,463 ","$60,350 ","$68,480 ","99,875","37,307"
569,Wisconsin,Pierce,"$27,462 ","$59,226 ","$74,867 ","40,870","15,069"
570,Kansas,McPherson,"$27,462 ","$54,167 ","$68,039 ","29,297","11,540"
571,Idaho,Ada,"$27,452 ","$55,210 ","$67,641 ","401,673","151,600"
572,Minnesota,Murray,"$27,450 ","$52,160 ","$63,545 ","8,639","3,820"
573,California,Inyo,"$27,441 ","$44,796 ","$70,185 ","18,482","7,873"
574,Texas,Andrews,"$27,429 ","$57,825 ","$76,563 ","15,554","5,217"
575,Louisiana,Bossier,"$27,429 ","$53,248 ","$67,961 ","119,947","45,776"
576,Ohio,Cuyahoga,"$27,423 ","$43,804 ","$59,745 ","1,272,533","534,476"
577,New York,Tompkins,"$27,418 ","$51,393 ","$73,828 ","102,270","38,409"
578,Arkansas,Pulaski,"$27,414 ","$46,013 ","$58,688 ","386,106","153,720"
579,Illinois,Madison,"$27,407 ","$53,633 ","$67,064 ","268,373","107,238"
580,Vermont,Franklin,"$27,398 ","$56,240 ","$68,408 ","48,019","18,616"
581,New Jersey,Atlantic,"$27,391 ","$54,235 ","$66,619 ","274,960","101,091"
582,Indiana,Warren,"$27,390 ","$52,317 ","$61,784 ","8,464","3,283"
583,Virginia,Culpeper,"$27,379 ","$64,423 ","$75,328 ","47,330","16,039"
584,Texas,McMullen,"$27,375 ","$39,500 ","$56,591 ",616,254
585,Oklahoma,Rogers,"$27,365 ","$58,525 ","$67,554 ","87,730","32,693"
586,Minnesota,Jackson,"$27,361 ","$51,681 ","$64,625 ","10,263","4,469"
587,Indiana,Bartholomew,"$27,359 ","$54,165 ","$64,614 ","77,930","30,041"
588,North Dakota,Stutsman,"$27,351 ","$50,120 ","$65,032 ","21,046","8,873"
589,Florida,Lee,"$27,348 ","$47,439 ","$56,847 ","633,968","241,531"
590,California,Amador,"$27,347 ","$53,684 ","$68,593 ","37,422","14,262"
591,Georgia,Dawson,"$27,330 ","$53,525 ","$60,910 ","22,387","8,506"
592,Kansas,Butler,"$27,329 ","$56,454 ","$70,484 ","65,786","24,270"
593,Oklahoma,Roger Mills,"$27,326 ","$53,885 ","$61,583 ","3,713","1,305"
594,North Dakota,Eddy,"$27,323 ","$44,250 ","$55,500 ","2,382","1,104"
